,transaction_id,amount,transaction_type,merchant_category,customer_age,customer_income,account_age,location,num_prev_transactions,illicit
4540,4541,9.42680900266453,0,2,69,44394,224,0,944,0
4541,4542,36.4985981087394,0,4,78,147113,11,2,101,0
4542,4543,12.039585823596,0,3,27,96827,71,2,940,0
4543,4544,16.6538087331356,0,1,80,131110,186,2,148,0
4544,4545,25.5673576680284,0,1,18,181165,94,2,92,0
4545,4546,83.5300731625914,0,3,19,55241,123,2,801,0
4546,4547,0.697955628211881,0,4,66,48337,176,2,139,0
4547,4548,52.4024449135026,0,1,39,120992,231,1,294,0
4548,4549,55.2631977577511,0,3,49,24804,141,1,863,0
4549,4550,80.1369650050455,1,1,46,185130,106,1,773,0
4550,4551,134.969098247715,0,2,52,77450,188,2,592,0
4551,4552,1.01716897022632,1,2,34,79529,49,2,543,0
4552,4553,8.34901424055762,2,1,29,142766,195,1,187,0
4553,4554,108.653027001538,2,1,41,51334,7,2,135,0
4554,4555,30.6723246164517,2,2,47,83452,235,1,165,0
4555,4556,41.5734315244834,1,1,61,157583,205,2,476,0
4556,4557,54.3876537551078,0,4,47,192037,101,2,990,0
4557,4558,56.8260834010949,2,4,37,127018,153,1,146,0
4558,4559,134.221862202735,2,0,59,59440,151,1,244,0
4559,4560,289.621134701803,2,4,24,83118,51,1,182,0
4560,4561,63.6764097232243,1,1,59,105263,175,1,8,0
4561,4562,16.9292079022684,0,1,67,146775,225,1,435,1
4562,4563,105.910117384778,2,3,80,69217,5,2,155,0
4563,4564,2.52367702602448,2,4,71,182211,224,0,829,0
4564,4565,13.1384727641524,0,2,55,88517,222,1,687,0
4565,4566,113.838907496352,0,2,24,163857,223,1,113,0
4566,4567,14.7985844583012,2,0,77,74740,13,2,754,0
4567,4568,12.4648199835221,1,3,66,121119,42,0,166,0
4568,4569,7.43226852769211,0,2,47,33950,125,2,487,0
4569,4570,97.9894155154126,1,0,29,92209,133,2,436,0
4570,4571,34.6631852865456,0,4,66,87278,151,2,222,0
4571,4572,56.1800772322153,0,3,48,58488,62,2,190,0
4572,4573,13.6604578806368,0,3,35,56277,129,2,786,0
4573,4574,70.9492297874156,0,1,63,196113,74,1,800,0
4574,4575,71.3569729957896,0,4,60,23534,114,1,575,0
4575,4576,18.7418020645973,0,3,19,100221,219,2,793,0
4576,4577,26.4395208515839,2,0,70,91121,54,1,172,0
4577,4578,11.7665178234146,2,2,50,94090,200,2,256,0
4578,4579,187.667748617341,0,4,28,129777,116,2,714,0
4579,4580,51.8668165943582,0,4,51,21634,131,2,449,0
4580,4581,136.31876477177,0,3,33,36908,83,1,500,0
4581,4582,18.0761584254041,2,3,71,172382,192,2,930,0
4582,4583,76.1379971127045,0,3,52,100653,179,2,76,0
4583,4584,72.5915130024136,0,0,69,87258,130,2,614,0
4584,4585,58.8269053549908,1,1,50,89400,49,1,225,0
4585,4586,168.541617943829,1,3,38,136107,31,1,225,0
4586,4587,25.0070896594036,0,1,37,149468,240,2,738,0
4587,4588,7.00434586510058,0,1,25,132436,74,2,607,0
4588,4589,55.6927220023766,0,4,68,51131,117,1,940,0
4589,4590,65.3390143609126,2,2,43,171458,208,1,75,0
4590,4591,42.7904323000466,2,2,50,81760,229,2,32,0
4591,4592,11.5851220376025,0,0,79,87370,212,1,593,0
4592,4593,35.1049506125729,2,0,78,149841,3,0,68,0
4593,4594,18.7121129490026,0,2,43,74470,124,2,850,0
4594,4595,27.8842039589216,0,2,54,139688,163,2,414,0
4595,4596,51.812669286828,0,4,47,73283,226,2,730,1
4596,4597,68.3667108406107,0,4,48,150263,85,1,447,0
4597,4598,13.2129077459059,0,2,50,153425,164,2,361,0
4598,4599,25.9870423808171,0,3,28,33878,64,2,869,0
4599,4600,15.6781435505416,0,3,70,137743,160,1,369,0
4600,4601,11.0717264925511,0,4,58,96668,18,1,398,0
4601,4602,76.4821971683273,2,1,22,28203,34,2,813,0
4602,4603,119.983824852186,0,2,19,30322,56,2,119,0
4603,4604,23.1202038116501,0,0,30,96831,230,2,47,0
4604,4605,69.5711594296932,2,3,80,55925,67,1,67,0
4605,4606,113.649027873609,2,1,35,42247,181,1,338,0
4606,4607,93.5804781949586,1,3,43,127930,195,2,84,0
4607,4608,10.0943899801581,0,1,42,168412,91,2,893,1
4608,4609,156.511070820443,0,2,61,139496,194,1,935,0
4609,4610,23.6344768878953,2,2,31,173594,192,2,376,0
4610,4611,20.7182795961001,2,2,22,195666,67,1,384,0
4611,4612,3.22326364582933,0,4,76,97631,209,2,275,0
4612,4613,33.2934959531849,1,1,73,66335,110,1,767,0
4613,4614,5.77130664655192,0,0,59,108961,167,2,917,0
4614,4615,14.2868529892884,1,0,69,54723,166,2,949,0
4615,4616,19.0588206907206,1,2,19,24991,40,2,204,0
4616,4617,82.7286481504322,2,0,21,187905,147,1,744,1
4617,4618,104.167920287679,1,3,29,167139,211,2,64,0
4618,4619,18.0102238037369,2,1,28,33763,236,2,910,0
4619,4620,97.8428346581652,0,1,21,64863,133,0,828,0
4620,4621,97.3263450398056,0,1,60,37408,197,0,78,0
4621,4622,72.3342774659892,0,3,26,176248,142,0,525,0
4622,4623,7.93191837344304,0,4,27,186169,91,2,324,0
4623,4624,58.6112482897665,2,3,44,134177,49,1,377,0
4624,4625,145.04298636629,0,1,23,186866,64,2,816,0
4625,4626,57.3702480478616,0,1,32,109767,112,2,901,0
4626,4627,20.1446845349633,2,1,59,21011,100,2,680,0
4627,4628,34.7153243578947,1,0,48,174499,185,2,670,0
4628,4629,51.8840976818378,0,4,39,58392,104,2,627,0
4629,4630,35.7257332706722,0,3,70,78990,163,2,345,0
4630,4631,6.3889948816961,0,1,23,166301,213,1,703,0
4631,4632,18.7029766769386,2,2,50,98780,5,2,856,0
4632,4633,81.0745202789402,0,4,46,176374,119,2,434,0
4633,4634,98.8146701706402,2,2,38,43536,88,2,954,0
4634,4635,7.38441554109535,0,4,77,107746,167,0,694,0
4635,4636,152.232212275745,0,1,71,25585,127,2,884,0
4636,4637,19.9360911012977,1,4,73,77210,24,2,377,0
4637,4638,54.2819017829947,0,4,69,156528,168,2,944,0
4638,4639,69.6810862313262,0,1,47,142365,107,1,742,0
4639,4640,83.5513685534837,0,2,38,188361,238,2,679,0
4640,4641,145.707339882684,0,2,53,29775,50,2,14,0
4641,4642,18.7651943699521,2,0,72,34099,205,2,453,0
4642,4643,97.7750589072291,0,2,75,122341,230,1,192,0
4643,4644,7.06014595175832,0,2,39,61842,237,2,232,0
4644,4645,61.045929893134,0,4,63,77163,58,1,262,0
4645,4646,67.7354689036309,2,0,37,142863,1,2,445,0
4646,4647,56.6172301610512,2,1,39,115608,171,0,53,0
4647,4648,14.5386579895228,2,1,78,195939,167,2,691,0
4648,4649,103.195399526277,2,3,69,160931,138,1,946,0
4649,4650,9.24775888878609,0,0,77,129478,2,2,3,0
4650,4651,2.75633644778456,0,4,57,75700,63,2,256,0
4651,4652,63.1976404518242,0,3,28,22539,16,2,360,0
4652,4653,32.2631775711042,0,3,64,128609,37,1,833,0
4653,4654,94.5562395874103,0,1,48,98735,16,0,239,1
4654,4655,24.1765063458919,2,2,68,184230,87,2,481,0
4655,4656,9.21288680946996,2,4,57,77824,90,1,674,0
4656,4657,90.529439412902,1,0,30,32281,80,2,460,1
4657,4658,39.8043793123949,0,3,35,166192,27,0,848,0
4658,4659,10.4864337481668,2,4,39,29946,191,2,137,0
4659,4660,63.7169020298913,1,1,73,144128,111,2,450,0
4660,4661,35.7812603031491,2,3,34,144016,233,2,323,0
4661,4662,46.3565869709439,0,3,55,96427,222,1,472,0
4662,4663,30.8925556998246,0,1,42,46111,64,1,740,0
4663,4664,88.2195659983044,0,1,49,53290,97,2,613,0
4664,4665,88.4693941922118,0,1,32,185534,160,2,476,0
4665,4666,61.7884531368555,2,4,30,24837,137,2,192,0
4666,4667,5.56900638315799,0,4,75,31801,11,2,306,0
4667,4668,91.2721817831162,0,4,43,149342,229,2,541,0
4668,4669,55.586849175122,2,2,67,174782,70,2,806,0
4669,4670,59.7051116221599,2,3,28,117157,158,2,758,1
4670,4671,22.5479342815655,0,4,30,60916,232,1,905,0
4671,4672,105.713889394874,2,2,50,164137,143,1,220,0
4672,4673,64.6168184345147,0,3,67,82546,187,2,171,0
4673,4674,5.97243484728018,0,4,54,65474,48,1,159,0
4674,4675,26.1936886244896,0,1,55,113766,94,2,171,0
4675,4676,108.744945878311,2,0,18,56388,210,1,62,1
4676,4677,2.4173399626216,1,4,56,96167,76,2,572,0
4677,4678,162.746682795204,0,0,44,115364,60,1,64,0
4678,4679,56.84103637505,2,4,53,94667,68,2,168,0
4679,4680,49.8989031992759,0,1,49,99843,57,2,80,0
4680,4681,15.7738571613001,2,0,58,23709,64,1,758,0
4681,4682,14.3036210144717,0,2,32,68754,182,2,267,0
4682,4683,142.415827842534,0,1,48,106257,80,2,379,0
4683,4684,17.7105030867842,1,0,80,25094,87,1,769,0
4684,4685,74.6951582740636,2,0,23,160487,203,1,72,0
4685,4686,24.9713582040797,0,1,42,199918,182,2,331,0
4686,4687,7.49779530604218,0,1,66,27472,187,2,187,0
4687,4688,0.538655996179569,0,1,69,56131,216,2,24,0
4688,4689,39.2913482162379,0,3,35,104943,214,1,227,0
4689,4690,186.026388103444,1,2,39,103737,167,2,117,0
4690,4691,23.033263889338,1,4,48,179020,120,1,444,0
4691,4692,22.095485961505,0,0,53,197980,143,2,107,0
4692,4693,21.086708057373,0,4,26,43115,79,2,241,0
4693,4694,36.7551405894336,1,1,63,47961,202,2,610,0
4694,4695,29.0503246235686,0,2,20,67083,156,2,533,0
4695,4696,105.977617260741,2,2,50,67182,36,1,480,0
4696,4697,35.2125087377892,0,3,44,147987,54,2,502,0
4697,4698,35.4392242388103,2,1,78,22017,145,0,497,0
4698,4699,7.44655928123072,2,0,60,155295,100,2,55,0
4699,4700,202.966849760466,1,3,18,81852,86,2,148,1
4700,4701,14.3822963798394,2,1,61,70509,215,2,310,0
4701,4702,3.80972639194454,0,3,74,174147,221,1,551,0
4702,4703,54.4053208021805,2,4,26,26531,22,1,946,0
4703,4704,45.2386619480191,1,1,22,155738,75,2,661,0
4704,4705,26.8196221967711,0,0,32,64023,36,0,923,0
4705,4706,27.425702509846,0,0,67,186308,236,2,120,0
4706,4707,76.8707301125861,0,1,26,60059,29,1,771,0
4707,4708,10.8899330424266,0,3,62,60023,183,1,25,0
4708,4709,85.8103373389464,0,2,45,24236,170,1,982,0
4709,4710,52.3124420849475,2,1,30,187696,160,0,111,0
4710,4711,27.1476249503795,0,0,41,183890,142,1,510,0
4711,4712,30.627103853079,1,4,62,181172,18,0,880,0
4712,4713,14.8292262432662,0,0,76,125109,38,2,955,0
4713,4714,69.7393829029237,0,2,27,195768,101,2,22,0
4714,4715,35.9616993155946,0,0,59,146682,34,1,680,0
4715,4716,19.3459975805789,0,2,39,44941,121,1,825,0
4716,4717,45.3232228814466,0,1,56,113067,173,2,263,0
4717,4718,272.859231531691,0,0,77,121349,87,2,115,0
4718,4719,28.5696933698426,0,3,39,96629,160,1,479,0
4719,4720,126.720435855548,2,3,80,184097,110,0,306,0
4720,4721,21.1572876742943,2,0,80,31651,67,2,230,0
4721,4722,2.8143770834016,0,0,54,110380,191,2,700,0
4722,4723,11.4230146565531,2,4,69,69823,183,2,491,0
4723,4724,27.1239974731578,2,0,56,199194,43,2,768,0
4724,4725,12.3996714265903,0,4,37,164661,123,1,119,0
4725,4726,0.011353199766674,1,4,27,59768,22,0,285,0
4726,4727,123.256105690142,1,4,27,105558,87,2,987,0
4727,4728,92.8563282708546,0,4,43,132784,196,2,784,0
4728,4729,67.7964508104745,0,1,42,124389,77,1,406,0
4729,4730,9.18500106074339,0,3,70,151306,125,2,357,1
4730,4731,6.41233058329566,0,4,73,92370,96,2,889,0
4731,4732,3.49992328238666,2,3,45,166127,122,1,151,1
4732,4733,64.373008764061,0,4,30,88743,157,1,597,0
4733,4734,132.118713711462,2,3,32,153472,40,2,324,0
4734,4735,28.1529698477329,2,0,77,107009,104,1,856,0
4735,4736,6.34286694446645,2,0,77,130866,173,2,947,0
4736,4737,35.9122578900142,2,3,23,109471,119,2,838,0
4737,4738,21.4493731717201,0,4,69,80598,138,2,245,0
4738,4739,23.4861773716153,0,1,29,45015,205,2,825,0
4739,4740,48.5545906938182,2,3,36,84430,173,2,917,0
4740,4741,63.4198978411125,0,2,49,69185,120,2,314,0
4741,4742,5.86061236596752,0,1,28,82306,17,1,939,0
4742,4743,1.8119501455746,1,2,55,39416,102,1,804,0
4743,4744,258.63097731957,2,3,50,98655,130,2,161,0
4744,4745,13.2457183403272,0,4,19,93180,145,2,611,0
4745,4746,2.76667884150793,2,2,72,70262,108,2,368,0
4746,4747,10.5283564231455,2,3,32,94189,90,2,184,0
4747,4748,1.98685033061089,0,1,53,99952,119,2,952,0
4748,4749,24.8634708392578,0,4,22,73662,166,1,935,0
4749,4750,81.0759762166628,1,2,32,72191,165,2,275,0
4750,4751,20.8701376873417,0,3,60,163285,63,2,996,0
4751,4752,29.3658453818201,0,4,27,103176,5,2,528,0
4752,4753,56.286859279255,0,4,34,81353,25,2,435,0
4753,4754,35.5547715609154,2,0,51,121544,73,0,259,0
4754,4755,98.8246435769033,0,4,69,166874,124,2,958,0
4755,4756,100.509087308096,0,3,41,63671,220,2,244,0
4756,4757,0.498006667363878,0,1,27,63388,22,1,817,0
4757,4758,75.2643253314735,1,0,69,185672,93,2,337,0
4758,4759,30.8772791006686,0,3,47,103944,191,2,987,0
4759,4760,224.773391355889,2,3,20,80690,35,1,49,0
4760,4761,33.0080697381188,1,3,68,156808,55,1,271,0
4761,4762,216.74167921602,0,2,77,194943,128,2,234,0
4762,4763,70.2370451018192,1,2,54,67165,20,2,583,0
4763,4764,14.2911823273266,1,1,20,51247,5,1,828,0
4764,4765,38.6522843543021,1,3,57,139645,167,2,555,0
4765,4766,242.270702632693,0,2,22,48821,63,2,913,0
4766,4767,97.4314046792972,2,2,45,154285,236,2,305,0
4767,4768,5.12195567730985,2,2,79,128659,32,2,476,1
4768,4769,61.2720804038745,1,1,61,180567,231,2,487,0
4769,4770,21.2002649497486,0,1,31,91744,191,2,79,0
4770,4771,0.350337596736223,2,3,56,160716,74,1,285,0
4771,4772,25.8322066777891,0,0,28,157525,168,2,560,0
4772,4773,13.3779239658834,0,3,25,137441,145,2,97,0
4773,4774,85.4268123052189,0,2,54,132045,101,2,477,0
4774,4775,20.5739534521214,2,2,25,31263,79,1,916,0
4775,4776,87.8747704099484,0,4,29,76480,201,2,405,0
4776,4777,0.029905883575644,2,3,32,146926,160,2,942,0
4777,4778,18.3954006807971,1,2,36,183093,23,2,536,0
4778,4779,13.7985599470311,0,2,65,138055,203,2,725,0
4779,4780,13.3004232950056,2,0,80,169030,188,0,567,0
4780,4781,3.53113600731314,0,4,63,61128,205,2,254,1
4781,4782,10.3588517625584,0,3,45,107498,210,2,959,0
4782,4783,40.5458374274831,2,1,24,62563,56,1,667,0
4783,4784,17.2204576373706,1,3,57,37414,137,2,486,0
4784,4785,27.0122739329768,2,3,24,142452,106,2,672,0
4785,4786,23.6497553907412,2,0,47,95462,69,2,193,0
4786,4787,104.335363664777,0,3,35,125209,190,1,515,0
4787,4788,117.851535436763,0,0,41,57210,192,2,463,0
4788,4789,33.9579705231604,2,0,23,166362,235,2,779,0
4789,4790,20.0355177677704,0,2,75,150768,22,2,912,0
4790,4791,5.64727735982155,0,1,68,23667,32,2,503,0
4791,4792,153.310826453746,2,0,21,147710,175,1,35,0
4792,4793,3.10584318060894,0,4,72,37660,2,1,15,0
4793,4794,17.6661909452335,0,4,20,92089,123,1,998,0
4794,4795,17.6958091532085,2,1,66,102462,85,1,918,0
4795,4796,19.3126390841026,2,0,71,155880,220,0,967,0
4796,4797,8.97349193683556,1,1,68,114148,180,2,888,0
4797,4798,76.4301061797902,2,2,76,191571,216,2,648,0
4798,4799,6.53379435695446,0,4,64,179087,216,2,589,0
4799,4800,50.3801114872533,1,3,75,53351,14,2,822,0
4800,4801,6.61067174452856,2,4,23,141359,37,2,72,0
4801,4802,3.65734065806567,0,0,43,94674,27,2,319,0
4802,4803,120.081338335746,0,1,61,56241,152,2,942,0
4803,4804,10.5440007358339,2,4,68,152270,64,2,244,0
4804,4805,86.0883981039034,2,3,55,112983,70,0,857,0
4805,4806,39.3323458321334,2,3,28,122299,154,2,739,0
4806,4807,4.05272244436412,2,1,69,163185,182,2,194,0
4807,4808,155.555126483094,2,1,46,122839,15,1,757,0
4808,4809,14.1819240726041,1,4,37,58639,29,2,905,0
4809,4810,98.179140607711,2,0,27,84036,228,2,88,0
4810,4811,9.24484385138558,0,2,43,105223,74,2,771,0
4811,4812,96.1878757786601,1,3,65,87983,28,1,797,0
4812,4813,0.665854653818722,0,1,44,146164,59,1,138,0
4813,4814,35.8495045108779,2,2,67,94944,73,2,562,0
4814,4815,73.3627667215189,1,2,31,142427,149,2,658,0
4815,4816,136.511353115101,2,2,53,37674,10,2,753,1
4816,4817,119.95597600774,2,0,76,32413,132,2,396,0
4817,4818,85.6358269329892,0,1,29,74986,62,0,952,0
4818,4819,109.548317396035,0,3,69,199009,132,1,483,0
4819,4820,11.1084316998459,0,1,76,43071,127,2,386,0
4820,4821,16.7166270699511,2,4,40,94229,6,1,367,0
4821,4822,17.0519290705988,2,3,38,194903,218,2,845,0
4822,4823,23.6647665278839,2,1,25,142116,232,0,457,0
4823,4824,24.9877457402898,0,3,56,102306,80,1,421,0
4824,4825,39.3240514417452,0,4,75,192443,72,2,231,0
4825,4826,8.71051292693454,2,3,26,148345,220,1,538,0
4826,4827,58.7606292773439,0,2,41,87542,16,2,343,0
4827,4828,9.17009937071894,2,0,48,25213,38,2,719,0
4828,4829,18.5755428436362,2,4,42,83815,177,1,137,0
4829,4830,34.9929960945572,2,3,34,187708,189,2,373,0
4830,4831,79.5898617890557,0,4,59,83948,65,2,436,0
4831,4832,67.2517159096781,1,2,46,95066,126,1,154,0
4832,4833,51.8571926413945,0,0,77,67128,83,1,518,0
4833,4834,8.46670859320299,1,4,20,69504,178,2,114,0
4834,4835,39.5981629603076,0,2,38,90500,17,2,91,0
4835,4836,4.57542835397725,0,2,74,72340,113,2,345,0
4836,4837,23.6895939242172,1,2,25,149222,156,2,593,0
4837,4838,26.6805397961706,0,3,31,54070,172,1,524,1
4838,4839,2.0312798281795,2,1,75,93285,140,2,583,0
4839,4840,16.0094436188524,1,4,56,143405,70,2,90,0
4840,4841,155.781527913457,1,1,33,165948,71,2,699,0
4841,4842,153.557941087407,1,2,35,38262,200,2,397,0
4842,4843,21.7184711696602,0,1,48,122409,131,1,104,0
4843,4844,2.20282500262111,2,2,28,175126,49,2,811,0
4844,4845,9.86739074310739,0,2,55,174123,21,2,965,0
4845,4846,24.8969337036821,0,0,37,179457,136,1,595,0
4846,4847,147.614196595691,1,0,70,55587,64,2,539,0
4847,4848,7.61090612731614,0,1,63,148595,220,2,278,0
4848,4849,72.0937032774414,2,4,70,75131,187,2,11,0
4849,4850,5.75273089859646,2,1,62,113019,158,2,919,0
4850,4851,198.848286789101,2,4,21,178725,32,2,306,1
4851,4852,24.0323231191817,1,1,37,195862,203,2,363,1
4852,4853,74.6348907778129,0,3,48,62018,20,2,661,1
4853,4854,20.9724526758279,2,3,37,137177,16,1,317,0
4854,4855,49.3985852731038,1,4,28,105184,153,2,537,0
4855,4856,10.6606563757833,0,0,67,117292,60,1,213,1
4856,4857,7.89243491281877,0,4,18,64561,173,1,313,0
4857,4858,139.08279692872,2,1,61,136981,137,2,454,1
4858,4859,124.837188385333,0,2,35,161142,179,2,398,0
4859,4860,109.226300422303,0,3,56,190097,103,2,751,0
4860,4861,49.0992894326118,1,2,61,53779,61,2,221,0
4861,4862,82.582890849679,2,3,50,167688,168,0,579,0
4862,4863,3.5767838470215,1,1,71,115909,104,2,261,0
4863,4864,20.3825529196788,1,3,53,137715,61,1,495,0
4864,4865,18.8222491063185,2,4,35,120477,195,1,622,0
4865,4866,50.4813747757672,0,2,64,121688,208,2,129,0
4866,4867,21.9995492941189,0,2,48,137016,76,2,158,0
4867,4868,8.03818716303527,0,1,52,151869,15,2,791,0
4868,4869,45.3748598556454,1,2,56,190961,181,1,290,0
4869,4870,84.2037414028252,0,1,55,164666,132,1,814,0
4870,4871,24.0733335358112,0,0,32,67754,151,2,542,0
4871,4872,7.09365959289957,2,4,64,73639,155,2,88,0
4872,4873,10.9506171579468,0,3,23,32669,103,2,967,0
4873,4874,13.5565437940218,0,3,25,149239,235,1,331,0
4874,4875,17.8264329458408,2,3,57,104509,165,0,629,0
4875,4876,51.4722814850371,0,0,39,172157,205,2,505,0
4876,4877,45.9328620597026,0,4,18,48787,171,2,129,0
4877,4878,59.5495157305711,0,2,75,44051,165,2,206,0
4878,4879,22.5102057472505,2,2,30,70615,232,2,359,0
4879,4880,86.8628971220976,2,4,72,188711,213,1,58,0
4880,4881,11.4133113141144,0,4,41,156361,157,2,95,0
4881,4882,31.653499900349,2,3,38,139123,157,1,830,0
4882,4883,80.7071284853173,0,2,62,175816,177,2,245,0
4883,4884,9.93222151433905,1,4,60,148814,75,2,458,0
4884,4885,5.81900116485289,0,2,21,37945,179,2,144,1
4885,4886,107.572218794432,2,4,24,134135,178,1,309,0
4886,4887,20.9982104011333,1,1,77,175299,28,1,636,0
4887,4888,57.5801076354046,1,3,29,102494,74,2,916,0
4888,4889,1.28377073763889,0,4,76,161006,133,2,533,0
4889,4890,58.5667122938266,0,0,30,196602,125,2,380,0
4890,4891,18.9972744313315,2,4,71,73168,56,2,352,0
4891,4892,2.86773155026962,0,1,61,96086,64,1,883,0
4892,4893,47.0564278237165,1,0,33,141915,127,2,950,0
4893,4894,13.7747529069477,2,0,23,89560,121,2,284,1
4894,4895,24.4537971157475,2,4,31,51772,89,1,718,0
4895,4896,4.20065630033585,0,1,68,159794,225,2,916,0
4896,4897,7.95935672216736,2,0,65,87656,17,2,501,0
4897,4898,17.6894723706753,2,3,76,115625,225,2,257,0
4898,4899,4.70232146448338,1,3,75,106884,217,1,809,0
4899,4900,120.858436495512,0,2,48,137129,97,2,51,0
4900,4901,0.303270029619367,0,2,53,156949,55,2,549,0
4901,4902,33.0688828255913,0,1,54,38904,137,1,898,0
4902,4903,6.57652453865342,0,0,58,106328,219,2,664,0
4903,4904,18.3852843665645,2,3,73,100195,217,1,844,0
4904,4905,130.224768613131,1,3,52,180756,196,0,215,0
4905,4906,8.81863750062028,0,1,71,86500,201,1,445,0
4906,4907,168.823755136566,1,0,27,54902,110,1,222,0
4907,4908,11.5206440108073,0,1,34,73606,207,2,654,0
4908,4909,67.6557678245104,0,4,68,143574,16,2,965,0
4909,4910,39.5575483821691,0,3,59,55571,144,1,104,0
4910,4911,107.915029466365,0,1,47,89447,13,2,521,0
4911,4912,40.3710602443061,1,1,61,96752,78,2,968,0
4912,4913,38.2385203295179,0,4,72,107157,214,1,753,0
4913,4914,10.8741054015481,2,2,24,195010,85,2,1000,0
4914,4915,9.08984644486146,0,3,35,77203,73,2,887,0
4915,4916,124.138936440238,1,1,36,77805,191,1,382,0
4916,4917,19.8628095959989,0,3,32,92649,119,1,113,0
4917,4918,23.2673050166374,0,2,56,150294,169,1,744,0
4918,4919,71.3190934446603,0,1,61,60910,181,1,68,0
4919,4920,20.6867214260983,0,4,39,173833,68,1,364,0
4920,4921,151.892804335922,0,3,78,44992,74,1,43,0
4921,4922,66.9567561186252,1,4,56,107521,99,2,680,0
4922,4923,45.4942201362488,2,2,59,75448,117,1,210,0
4923,4924,106.387558495054,2,2,74,89903,137,2,275,0
4924,4925,2.54392735453842,2,3,73,196519,179,2,992,0
4925,4926,14.8571807464793,0,2,71,30786,176,2,106,0
4926,4927,31.2778224412014,0,0,77,131316,208,2,932,0
4927,4928,12.8724234065026,1,3,47,62706,177,2,478,1
4928,4929,68.110377048436,1,0,37,129997,146,2,678,0
4929,4930,125.793885631215,1,2,79,96587,138,2,204,0
4930,4931,27.562430028113,1,3,49,35611,213,2,118,0
4931,4932,20.937594394579,0,0,78,24490,115,2,485,0
4932,4933,162.920781225044,0,2,59,70004,54,1,108,0
4933,4934,29.4260656890054,0,1,42,116849,79,1,453,0
4934,4935,33.5740205193134,0,1,40,149213,15,1,238,0
4935,4936,21.666220404519,0,4,22,157449,139,2,7,0
4936,4937,120.147059258107,0,1,67,29903,168,1,511,0
4937,4938,42.077195358153,2,0,58,165639,118,2,42,0
4938,4939,71.8109217041945,1,1,47,199628,112,2,393,1
4939,4940,83.5142875200245,2,3,65,46606,106,1,808,0
4940,4941,20.9160477195416,1,3,56,143116,105,1,131,0
4941,4942,28.4310647941565,0,3,74,153332,47,1,717,0
4942,4943,94.3491681918201,0,1,44,181339,118,1,899,0
4943,4944,22.5693284915663,2,1,74,36833,126,2,791,0
4944,4945,78.9782136801368,0,4,59,135256,229,1,750,0
4945,4946,141.504385884253,0,2,54,23498,148,1,788,0
4946,4947,48.803413301628,0,4,24,145740,98,1,393,0
4947,4948,67.6676057121964,0,0,22,197801,150,1,557,0
4948,4949,81.7627440543367,2,3,32,30518,48,2,984,1
4949,4950,93.2292997059149,0,1,68,42254,82,2,197,0
4950,4951,25.1307493292271,2,2,59,101438,16,2,463,0
